date,year,month,time_of_day,division
2021-09-29,2021,September,Morning,D33
2021-09-30,2021,September,Night,D51
2021-09-30,2021,September,Night,D51
2021-10-01,2021,October,Night,D42
2021-10-01,2021,October,Morning,D43
2021-10-02,2021,October,Night,D55
2021-10-03,2021,October,Evening,D12
2021-10-03,2021,October,Night,D55
2021-10-05,2021,October,Evening,D43
2021-10-08,2021,October,Evening,D12
2021-10-09,2021,October,Afternoon,D31
2021-10-09,2021,October,Evening,D53
2021-10-09,2021,October,Night,D41
2021-10-09,2021,October,Evening,D43
2021-10-10,2021,October,Evening,D14
2021-10-13,2021,October,Night,D12
2021-10-13,2021,October,Evening,D42
2021-10-15,2021,October,Afternoon,D14
2021-10-16,2021,October,Night,D52
2021-10-16,2021,October,Night,D31
2021-10-18,2021,October,Evening,D33
2021-10-18,2021,October,Evening,D55
2021-10-19,2021,October,Night,D14
2021-10-20,2021,October,Night,D14
2021-10-20,2021,October,Afternoon,D52
2021-10-21,2021,October,Night,D23
2021-10-21,2021,October,Night,D31
2021-10-23,2021,October,Night,D12
2021-10-23,2021,October,Afternoon,D12
2021-10-23,2021,October,Night,D31
2021-10-23,2021,October,Night,D14
2021-10-24,2021,October,Evening,D41
2021-10-24,2021,October,Night,D33
2021-10-24,2021,October,Evening,D51
2021-10-24,2021,October,Night,D23
2021-10-24,2021,October,Morning,D13
2021-10-28,2021,October,Night,D42
2021-10-28,2021,October,Evening,D43
2021-10-29,2021,October,Evening,D13
2021-10-29,2021,October,Evening,D55
2021-10-29,2021,October,Night,D41
2021-10-31,2021,October,Night,D14
2021-10-31,2021,October,Night,D22
2021-11-02,2021,November,Evening,D43
2021-11-03,2021,November,Evening,D43
2021-11-06,2021,November,Night,D43
2021-11-09,2021,November,Evening,D43
2021-11-09,2021,November,Evening,D11
2021-11-09,2021,November,Evening,D32
2021-11-10,2021,November,Afternoon,D43
2021-11-11,2021,November,Evening,D12
2021-11-11,2021,November,Night,D13
2021-11-11,2021,November,Night,D51
2021-11-15,2021,November,Evening,D41
2021-11-16,2021,November,Night,D42
2021-11-16,2021,November,Evening,D43
2021-11-17,2021,November,Night,D23
2021-11-21,2021,November,Evening,D55
2021-11-21,2021,November,Night,D14
2021-11-22,2021,November,Night,D41
2021-11-22,2021,November,Evening,D43
2021-11-24,2021,November,Night,D14
2021-11-24,2021,November,Night,D43
2021-11-26,2021,November,Night,D42
2021-11-27,2021,November,Evening,D11
2021-12-01,2021,December,Evening,D42
2021-12-02,2021,December,Morning,D55
2021-12-02,2021,December,Night,D43
2021-12-06,2021,December,Morning,D43
2021-12-07,2021,December,Night,D42
2021-12-08,2021,December,Evening,D43
2021-12-12,2021,December,Night,D52
2021-12-12,2021,December,Evening,D42
2021-12-13,2021,December,Night,D42
2021-12-13,2021,December,Evening,D31
2021-12-13,2021,December,Evening,D23
2021-12-13,2021,December,Night,D31
2021-12-14,2021,December,Evening,D12
2021-12-14,2021,December,Evening,D55
2021-12-15,2021,December,Afternoon,D12
2021-12-15,2021,December,Night,D33
2021-12-17,2021,December,Afternoon,D11
2021-12-18,2021,December,Evening,D43
2021-12-19,2021,December,Afternoon,D43
2021-12-21,2021,December,Night,D43
2021-12-21,2021,December,Morning,D51
2021-12-22,2021,December,Afternoon,D43
2021-12-23,2021,December,Evening,D31
2021-12-23,2021,December,Night,D23
2021-12-24,2021,December,Night,D11
2021-12-24,2021,December,Evening,D32
2021-12-25,2021,December,Afternoon,D12
2021-12-25,2021,December,Morning,D13
2021-12-26,2021,December,Morning,D51
2021-12-26,2021,December,Night,D32
2021-12-26,2021,December,Night,D31
2021-12-26,2021,December,Evening,D12
2021-12-28,2021,December,Evening,D41
2021-12-30,2021,December,Evening,D22
2021-12-31,2021,December,Evening,D43
2022-01-01,2022,January,Night,D53
2022-01-02,2022,January,Night,D55
2022-01-02,2022,January,Afternoon,D12
2022-01-03,2022,January,Afternoon,D22
2022-01-03,2022,January,Evening,D22
2022-01-04,2022,January,Night,D42
2022-01-05,2022,January,Afternoon,D42
2022-01-05,2022,January,Evening,D31
2022-01-05,2022,January,Night,D31
2022-01-06,2022,January,Afternoon,D11
2022-01-06,2022,January,Evening,D41
2022-01-07,2022,January,Afternoon,D51
2022-01-07,2022,January,Evening,D22
2022-01-08,2022,January,Evening,D53
2022-01-08,2022,January,Evening,D31
2022-01-08,2022,January,Night,D53
2022-01-09,2022,January,Evening,D23
2022-01-09,2022,January,Evening,D32
2022-01-16,2022,January,Night,D11
2022-01-18,2022,January,Night,D23
2022-01-19,2022,January,Evening,D55
2022-01-21,2022,January,Evening,D33
2022-01-22,2022,January,Night,D12
2022-01-22,2022,January,Night,D12
2022-01-23,2022,January,Evening,D53
2022-01-26,2022,January,Night,D31
2022-01-28,2022,January,Evening,D55
2022-01-28,2022,January,Afternoon,D43
2022-01-29,2022,January,Morning,D12
2022-01-29,2022,January,Evening,D31
2022-01-30,2022,January,Evening,D42
2022-01-30,2022,January,Evening,D51
2022-01-31,2022,January,Morning,D55
2022-02-01,2022,February,Night,D33
2022-02-01,2022,February,Morning,D31
2022-02-02,2022,February,Afternoon,D51
2022-02-02,2022,February,Evening,D42
2022-02-04,2022,February,Night,D32
2022-02-05,2022,February,Night,D43
2022-02-05,2022,February,Evening,D51
2022-02-06,2022,February,Night,D31
2022-02-09,2022,February,Evening,D55
2022-02-10,2022,February,Night,D12
2022-02-10,2022,February,Evening,D11
2022-02-11,2022,February,Evening,D55
2022-02-12,2022,February,Afternoon,D23
2022-02-13,2022,February,Afternoon,D41
2022-02-14,2022,February,Afternoon,D41
2022-02-14,2022,February,Afternoon,D31
2022-02-14,2022,February,Morning,D55
2022-02-15,2022,February,Night,D53
2022-02-16,2022,February,Morning,D55
2022-02-17,2022,February,Afternoon,D32
2022-02-18,2022,February,Evening,D33
2022-02-19,2022,February,Night,D12
2022-02-19,2022,February,Afternoon,D32
2022-02-21,2022,February,Night,D43
2022-02-21,2022,February,Night,D31
2022-02-22,2022,February,Afternoon,D33
2022-02-23,2022,February,Evening,D31
2022-02-26,2022,February,Night,D32
2022-02-26,2022,February,Morning,D14
2022-02-27,2022,February,Night,D31
2022-02-27,2022,February,Evening,D43
2022-02-28,2022,February,Afternoon,D43
2022-03-01,2022,March,Evening,D14
2022-03-02,2022,March,Evening,D31
2022-03-06,2022,March,Afternoon,D12
2022-03-06,2022,March,Night,D41
2022-03-12,2022,March,Afternoon,D12
2022-03-12,2022,March,Night,D41
2022-03-13,2022,March,Night,D14
2022-03-13,2022,March,Morning,D14
2022-03-14,2022,March,Night,D22
2022-03-14,2022,March,Evening,D41
2022-03-14,2022,March,Evening,D53
2022-03-15,2022,March,Night,D31
2022-03-16,2022,March,Night,D32
2022-03-17,2022,March,Morning,D43
2022-03-17,2022,March,Evening,D55
2022-03-17,2022,March,Evening,D55
2022-03-17,2022,March,Night,D51
2022-03-19,2022,March,Night,D13
2022-03-19,2022,March,Afternoon,D31
2022-03-23,2022,March,Evening,D32
2022-03-25,2022,March,Evening,D42
2022-03-27,2022,March,Night,D23
2022-03-27,2022,March,Night,D42
2022-03-28,2022,March,Afternoon,D43
2022-03-28,2022,March,Evening,D33
2022-03-31,2022,March,Night,D32
2022-04-01,2022,April,Night,D32
2022-04-04,2022,April,Evening,D43
2022-04-04,2022,April,Evening,D53
2022-04-07,2022,April,Afternoon,D51
2022-04-07,2022,April,Evening,D23
2022-04-07,2022,April,Evening,D31
2022-04-08,2022,April,Evening,D43
2022-04-09,2022,April,Night,D13
2022-04-09,2022,April,Afternoon,D31
2022-04-09,2022,April,Evening,D51
2022-04-09,2022,April,Night,D13
2022-04-10,2022,April,Evening,D13
2022-04-10,2022,April,Night,D52
2022-04-11,2022,April,Night,D12
2022-04-13,2022,April,Night,D33
2022-04-14,2022,April,Afternoon,D41
2022-04-14,2022,April,Night,D51
2022-04-15,2022,April,Night,D42
2022-04-15,2022,April,Night,D23
2022-04-16,2022,April,Evening,D43
2022-04-16,2022,April,Evening,D41
2022-04-16,2022,April,Night,D43
2022-04-16,2022,April,Night,D31
2022-04-17,2022,April,Evening,D33
2022-04-19,2022,April,Evening,D23
2022-04-19,2022,April,Night,D55
2022-04-19,2022,April,Night,D53
2022-04-20,2022,April,Night,D51
2022-04-21,2022,April,Afternoon,D22
2022-04-22,2022,April,Afternoon,D31
2022-04-23,2022,April,Night,D41
2022-04-25,2022,April,Morning,D55
2022-04-27,2022,April,Afternoon,D51
2022-04-27,2022,April,Night,D52
2022-04-28,2022,April,Evening,D11
2022-04-29,2022,April,Night,D31
2022-04-29,2022,April,Afternoon,D23
2022-04-30,2022,April,Morning,D31
2022-04-30,2022,April,Afternoon,D23
2022-05-01,2022,May,Night,D43
2022-05-02,2022,May,Night,D31
2022-05-02,2022,May,Evening,D23
2022-05-03,2022,May,Night,D51
2022-05-03,2022,May,Night,D51
2022-05-06,2022,May,Evening,D42
2022-05-06,2022,May,Night,D11
2022-05-07,2022,May,Night,D42
2022-05-09,2022,May,Night,D42
2022-05-09,2022,May,Evening,D31
2022-05-09,2022,May,Afternoon,D43
2022-05-10,2022,May,Evening,D33
2022-05-10,2022,May,Evening,D33
2022-05-10,2022,May,Evening,D31
2022-05-12,2022,May,Night,D33
2022-05-12,2022,May,Morning,D33
2022-05-12,2022,May,Evening,D13
2022-05-14,2022,May,Afternoon,D41
2022-05-15,2022,May,Night,D31
2022-05-15,2022,May,Evening,D55
2022-05-15,2022,May,Night,D43
2022-05-15,2022,May,Night,D41
2022-05-18,2022,May,Evening,D42
2022-05-18,2022,May,Evening,D13
2022-05-21,2022,May,Night,D33
2022-05-22,2022,May,Night,D31
2022-05-22,2022,May,Afternoon,D51
2022-05-22,2022,May,Evening,D55
2022-05-22,2022,May,Evening,D55
2022-05-23,2022,May,Evening,D22
2022-05-23,2022,May,Evening,D31
2022-05-23,2022,May,Afternoon,D31
2022-05-24,2022,May,Afternoon,D23
2022-05-24,2022,May,Evening,D43
2022-05-25,2022,May,Evening,D22
2022-05-27,2022,May,Evening,D31
2022-05-28,2022,May,Night,D51
2022-05-30,2022,May,Night,D12
2022-06-01,2022,June,Night,D12
2022-06-01,2022,June,Night,D31
2022-06-02,2022,June,Night,D33
2022-06-02,2022,June,Evening,D51
2022-06-05,2022,June,Night,D13
2022-06-06,2022,June,Morning,D11
2022-06-07,2022,June,Evening,D43
2022-06-07,2022,June,Afternoon,D43
2022-06-08,2022,June,Evening,D43
2022-06-08,2022,June,Night,D51
2022-06-10,2022,June,Afternoon,D31
2022-06-13,2022,June,Afternoon,D33
2022-06-14,2022,June,Night,D55
2022-06-15,2022,June,Evening,D32
2022-06-15,2022,June,Evening,D23
2022-06-15,2022,June,Night,D32
2022-06-15,2022,June,Evening,D41
2022-06-16,2022,June,Morning,D41
2022-06-17,2022,June,Evening,D23
2022-06-18,2022,June,Night,D32
2022-06-19,2022,June,Afternoon,D32
2022-06-19,2022,June,Evening,D42
2022-06-19,2022,June,Night,D43
2022-06-19,2022,June,Afternoon,D13
2022-06-19,2022,June,Afternoon,D12
2022-06-21,2022,June,Evening,D43
2022-06-22,2022,June,Evening,D43
2022-06-22,2022,June,Evening,D12
2022-06-22,2022,June,Evening,D32
2022-06-23,2022,June,Evening,D23
2022-06-23,2022,June,Morning,D22
2022-06-23,2022,June,Night,D12
2022-06-23,2022,June,Night,D51
2022-06-23,2022,June,Evening,D41
2022-06-25,2022,June,Afternoon,D51
2022-06-27,2022,June,Evening,D55
2022-06-27,2022,June,Night,D32
2022-06-28,2022,June,Afternoon,D55
2022-06-28,2022,June,Night,D41
2022-06-30,2022,June,Afternoon,D43
2022-07-03,2022,July,Morning,D22
2022-07-04,2022,July,Night,D23
2022-07-06,2022,July,Evening,D23
2022-07-07,2022,July,Evening,D55
2022-07-07,2022,July,Night,D31
2022-07-07,2022,July,Night,D43
2022-07-08,2022,July,Evening,D43
2022-07-09,2022,July,Night,D11
2022-07-09,2022,July,Evening,D33
2022-07-09,2022,July,Night,D23
2022-07-09,2022,July,Morning,D55
2022-07-10,2022,July,Evening,D23
2022-07-14,2022,July,Evening,D23
2022-07-16,2022,July,Evening,D52
2022-07-17,2022,July,Night,D14
2022-07-17,2022,July,Evening,D55
2022-07-19,2022,July,Night,D13
2022-07-22,2022,July,Night,D14
2022-07-23,2022,July,Night,D32
2022-07-24,2022,July,Morning,D51
2022-07-24,2022,July,Night,D11
2022-07-25,2022,July,Evening,D31
2022-07-25,2022,July,Afternoon,D51
2022-07-26,2022,July,Night,D32
2022-07-26,2022,July,Night,D11
2022-07-26,2022,July,Night,D13
2022-07-28,2022,July,Evening,D23
2022-07-29,2022,July,Night,D42
2022-07-29,2022,July,Night,D41
2022-07-29,2022,July,Night,D33
2022-07-30,2022,July,Night,D42
2022-08-02,2022,August,Evening,D41
2022-08-02,2022,August,Evening,D12
2022-08-03,2022,August,Night,D51
2022-08-03,2022,August,Night,D33
2022-08-03,2022,August,Afternoon,D31
2022-08-07,2022,August,Night,D42
2022-08-07,2022,August,Night,D22
2022-08-09,2022,August,Night,D12
2022-08-09,2022,August,Morning,D14
2022-08-11,2022,August,Evening,D53
2022-08-12,2022,August,Evening,D55
2022-08-13,2022,August,Night,D23
2022-08-13,2022,August,Afternoon,D32
2022-08-14,2022,August,Night,D43
2022-08-14,2022,August,Night,D43
2022-08-15,2022,August,Evening,D31
2022-08-15,2022,August,Afternoon,D12
2022-08-16,2022,August,Evening,D31
2022-08-16,2022,August,Night,D23
2022-08-16,2022,August,Night,D41
2022-08-16,2022,August,Night,D43
2022-08-17,2022,August,Afternoon,D55
2022-08-18,2022,August,Evening,D13
2022-08-18,2022,August,Morning,D31
2022-08-19,2022,August,Evening,D41
2022-08-20,2022,August,Night,D12
2022-08-21,2022,August,Night,D43
2022-08-22,2022,August,Night,D14
2022-08-23,2022,August,Night,D51
2022-08-26,2022,August,Evening,D31
2022-08-26,2022,August,Evening,D42
2022-08-27,2022,August,Afternoon,D31
2022-08-27,2022,August,Night,D32
2022-08-27,2022,August,Night,D31
2022-08-29,2022,August,Night,D31
2022-09-02,2022,September,Afternoon,D13
2022-09-03,2022,September,Night,D13
2022-09-03,2022,September,Night,D14
2022-09-05,2022,September,Night,D14
2022-09-06,2022,September,Night,D12
2022-09-08,2022,September,Morning,D41
2022-09-09,2022,September,Evening,D13
2022-09-10,2022,September,Night,D31
2022-09-10,2022,September,Evening,D14
2022-09-10,2022,September,Night,D31
2022-09-10,2022,September,Night,D13
2022-09-10,2022,September,Evening,D32
2022-09-11,2022,September,Night,D52
2022-09-11,2022,September,Night,D11
2022-09-11,2022,September,Morning,D23
2022-09-12,2022,September,Night,D14
2022-09-13,2022,September,Night,D22
2022-09-13,2022,September,Night,D41
2022-09-14,2022,September,Night,D12
2022-09-15,2022,September,Evening,D12
2022-09-15,2022,September,Morning,D53
2022-09-15,2022,September,Evening,D22
2022-09-16,2022,September,Evening,D43
2022-09-16,2022,September,Evening,D32
2022-09-17,2022,September,Night,D42
2022-09-17,2022,September,Night,D23
2022-09-18,2022,September,Evening,D13
2022-09-18,2022,September,Morning,D43
2022-09-18,2022,September,Night,D14
2022-09-21,2022,September,Evening,D13
2022-09-21,2022,September,Evening,D14
2022-09-21,2022,September,Afternoon,D41
2022-09-23,2022,September,Night,D32
2022-09-24,2022,September,Evening,D42
2022-09-27,2022,September,Afternoon,D31
2022-09-28,2022,September,Afternoon,D43
2022-09-30,2022,September,Evening,D43
2022-09-30,2022,September,Afternoon,D43
2022-10-01,2022,October,Evening,D43
2022-10-02,2022,October,Morning,D33
2022-10-04,2022,October,Night,D53
2022-10-04,2022,October,Evening,D31
2022-10-06,2022,October,Afternoon,D31
2022-10-06,2022,October,Evening,D23
2022-10-08,2022,October,Evening,D12
2022-10-09,2022,October,Evening,D32
2022-10-09,2022,October,Evening,D42
2022-10-11,2022,October,Afternoon,D51
2022-10-14,2022,October,Night,D11
2022-10-15,2022,October,Night,D42
2022-10-15,2022,October,Night,D12
2022-10-18,2022,October,Evening,D41
2022-10-21,2022,October,Evening,D43
2022-10-21,2022,October,Afternoon,D43
2022-10-22,2022,October,Night,D14
2022-10-22,2022,October,Afternoon,D13
2022-10-22,2022,October,Night,D13
2022-10-23,2022,October,Night,D52
2022-10-23,2022,October,Night,D31
2022-10-24,2022,October,Night,D33
2022-10-24,2022,October,Afternoon,D42
2022-10-24,2022,October,Evening,D43
2022-10-27,2022,October,Morning,D52
2022-10-28,2022,October,Afternoon,D55
2022-10-28,2022,October,Night,D43
2022-10-29,2022,October,Night,D23
2022-10-31,2022,October,Afternoon,D43
2022-11-01,2022,November,Evening,D43
2022-11-01,2022,November,Night,D31
2022-11-05,2022,November,Night,D33
2022-11-05,2022,November,Evening,D14
2022-11-11,2022,November,Night,D55
2022-11-12,2022,November,Evening,D42
2022-11-14,2022,November,Afternoon,D14
2022-11-15,2022,November,Afternoon,D14
2022-11-18,2022,November,Night,D14
2022-11-18,2022,November,Evening,D32
2022-11-19,2022,November,Evening,D23
2022-11-20,2022,November,Afternoon,D23
2022-11-21,2022,November,Evening,D11
2022-11-22,2022,November,Night,D23
2022-11-23,2022,November,Evening,D31
2022-11-25,2022,November,Evening,D43
2022-11-26,2022,November,Night,D51
2022-11-28,2022,November,Evening,D42
2022-11-29,2022,November,Evening,D41
2022-11-30,2022,November,Evening,D14
2022-12-01,2022,December,Evening,D12
2022-12-02,2022,December,Night,D42
2022-12-02,2022,December,Afternoon,D32
2022-12-03,2022,December,Night,D51
2022-12-04,2022,December,Night,D41
2022-12-10,2022,December,Evening,D55
2022-12-14,2022,December,Morning,D14
2022-12-14,2022,December,Night,D33
2022-12-16,2022,December,Afternoon,D43
2022-12-16,2022,December,Night,D43
2022-12-17,2022,December,Afternoon,D43
2022-12-17,2022,December,Night,D14
2022-12-19,2022,December,Evening,D32
2022-12-23,2022,December,Evening,D13
2022-12-23,2022,December,Afternoon,D11
2022-12-26,2022,December,Evening,D23
2022-12-29,2022,December,Evening,D55
2022-12-30,2022,December,Evening,D42
2022-12-31,2022,December,Morning,D13
2023-01-01,2023,January,Night,D55
2023-01-01,2023,January,Morning,D52
2023-01-02,2023,January,Evening,D22
2023-01-02,2023,January,Night,D12
2023-01-07,2023,January,Night,D23
2023-01-10,2023,January,Evening,D23
2023-01-10,2023,January,Night,D31
2023-01-12,2023,January,Afternoon,D55
2023-01-14,2023,January,Afternoon,D33
2023-01-15,2023,January,Night,D42
2023-01-16,2023,January,Afternoon,D53
2023-01-17,2023,January,Evening,D11
2023-01-19,2023,January,Evening,D42
2023-01-25,2023,January,Morning,D42
2023-01-27,2023,January,Night,D31
2023-01-29,2023,January,Afternoon,D41
2023-01-30,2023,January,Night,D42
2023-02-05,2023,February,Afternoon,D32
2023-02-05,2023,February,Evening,D41
2023-02-06,2023,February,Afternoon,D12
2023-02-08,2023,February,Afternoon,D41
2023-02-11,2023,February,Night,D43
2023-02-12,2023,February,Night,D14
2023-02-16,2023,February,Afternoon,D12
2023-02-17,2023,February,Evening,D13
2023-02-20,2023,February,Night,D23
2023-02-21,2023,February,Afternoon,D31
2023-02-23,2023,February,Afternoon,D33
2023-02-24,2023,February,Afternoon,D13
2023-02-25,2023,February,Morning,D51
2023-02-26,2023,February,Night,D31
2023-02-28,2023,February,Evening,D41
2023-02-28,2023,February,Afternoon,D14
2023-03-03,2023,March,Night,D13
2023-03-04,2023,March,Evening,D41
2023-03-05,2023,March,Evening,D14
2023-03-05,2023,March,Evening,D33
2023-03-06,2023,March,Night,D43
2023-03-06,2023,March,Night,D12
2023-03-10,2023,March,Night,D42
2023-03-10,2023,March,Evening,D23
2023-03-10,2023,March,Afternoon,D53
2023-03-15,2023,March,Afternoon,D31
2023-03-18,2023,March,Afternoon,D43
2023-03-18,2023,March,Night,D14
2023-03-19,2023,March,Afternoon,D42
2023-03-20,2023,March,Afternoon,D33
2023-03-22,2023,March,Afternoon,D23
2023-03-23,2023,March,Night,D12
2023-03-25,2023,March,Night,D55
2023-03-25,2023,March,Night,D13
2023-03-28,2023,March,Morning,D52
2023-03-28,2023,March,Evening,D32
2023-03-30,2023,March,Morning,D13
2023-03-31,2023,March,Evening,D31
2023-04-02,2023,April,Afternoon,D43
2023-04-02,2023,April,Night,D41
2023-04-05,2023,April,Night,D32
2023-04-05,2023,April,Night,D12
2023-04-07,2023,April,Night,D41
2023-04-07,2023,April,Night,D43
2023-04-09,2023,April,Night,D41
2023-04-10,2023,April,Evening,D31
2023-04-12,2023,April,Evening,D31
2023-04-13,2023,April,Night,D55
2023-04-14,2023,April,Evening,D14
2023-04-15,2023,April,Evening,D12
2023-04-17,2023,April,Evening,D23
2023-04-18,2023,April,Evening,D22
2023-04-19,2023,April,Evening,D11
2023-04-20,2023,April,Night,D23
2023-04-20,2023,April,Evening,D41
2023-04-21,2023,April,Evening,D31
2023-04-21,2023,April,Afternoon,D52
2023-04-24,2023,April,Evening,D31
2023-04-27,2023,April,Afternoon,D32
2023-04-28,2023,April,Night,D23
2023-04-30,2023,April,Evening,D23
2023-05-01,2023,May,Evening,D22
2023-05-01,2023,May,Afternoon,D42
2023-05-02,2023,May,Night,D52
2023-05-02,2023,May,Afternoon,D23
2023-05-03,2023,May,Morning,D31
2023-05-04,2023,May,Night,D31
2023-05-05,2023,May,Evening,D41
2023-05-05,2023,May,Night,D13
2023-05-06,2023,May,Evening,D33
2023-05-06,2023,May,Night,D14
2023-05-07,2023,May,Night,D32
2023-05-07,2023,May,Night,D51
2023-05-10,2023,May,Night,D22
2023-05-12,2023,May,Evening,D41
2023-05-12,2023,May,Evening,D33
2023-05-13,2023,May,Evening,D23
2023-05-14,2023,May,Night,D42
2023-05-14,2023,May,Night,D13
2023-05-16,2023,May,Morning,D23
2023-05-16,2023,May,Evening,D12
2023-05-18,2023,May,Afternoon,D32
2023-05-18,2023,May,Morning,D55
2023-05-19,2023,May,Evening,D43
2023-05-20,2023,May,Night,D31
2023-05-21,2023,May,Evening,D11
2023-05-22,2023,May,Night,D55
2023-05-22,2023,May,Evening,D43
2023-05-23,2023,May,Afternoon,D12
2023-05-23,2023,May,Evening,D12
2023-05-24,2023,May,Night,D41
2023-05-25,2023,May,Evening,D23
2023-05-27,2023,May,Afternoon,D22
2023-05-31,2023,May,Evening,D43
2023-06-03,2023,June,Night,D55
2023-06-03,2023,June,Evening,D55
2023-06-04,2023,June,Afternoon,D33
2023-06-04,2023,June,Night,D42
2023-06-05,2023,June,Afternoon,D41
2023-06-05,2023,June,Evening,D12
2023-06-06,2023,June,Evening,D43
2023-06-10,2023,June,Night,D23
2023-06-11,2023,June,Night,D31
2023-06-12,2023,June,Morning,D31
2023-06-16,2023,June,Afternoon,D55
2023-06-18,2023,June,Morning,D42
2023-06-19,2023,June,Evening,D22
2023-06-21,2023,June,Evening,D42
2023-06-23,2023,June,Night,D42
2023-06-24,2023,June,Evening,D43
2023-06-24,2023,June,Night,D43
2023-06-25,2023,June,Night,D53
2023-06-25,2023,June,Evening,D32
2023-06-26,2023,June,Night,D31
2023-06-27,2023,June,Morning,D51
2023-06-29,2023,June,Night,D33
2023-06-29,2023,June,Afternoon,D43
2023-06-29,2023,June,Evening,D23
2023-06-29,2023,June,Night,D41
2023-06-30,2023,June,Night,D42
2023-06-30,2023,June,Afternoon,D43
2023-06-30,2023,June,Night,D51
2023-06-30,2023,June,Afternoon,D43
2023-07-01,2023,July,Night,D55
2023-07-02,2023,July,Evening,D23
2023-07-02,2023,July,Evening,D32
2023-07-02,2023,July,Night,D14
2023-07-02,2023,July,Night,D31
2023-07-03,2023,July,Night,D13
2023-07-03,2023,July,Afternoon,D13
2023-07-04,2023,July,Evening,D41
2023-07-07,2023,July,Night,D41
2023-07-07,2023,July,Afternoon,D55
2023-07-08,2023,July,Night,D14
2023-07-08,2023,July,Night,D53
2023-07-08,2023,July,Night,D12
2023-07-10,2023,July,Morning,D52
2023-07-13,2023,July,Evening,D23
2023-07-15,2023,July,Evening,D13
2023-07-16,2023,July,Afternoon,D43
2023-07-16,2023,July,Evening,D11
2023-07-18,2023,July,Evening,D55
2023-07-19,2023,July,Evening,D23
2023-07-22,2023,July,Night,D23
2023-07-22,2023,July,Night,D55
2023-07-22,2023,July,Evening,D31
2023-07-22,2023,July,Night,D31
2023-07-23,2023,July,Night,D14
2023-07-23,2023,July,Night,D23
2023-07-23,2023,July,Night,D31
2023-07-23,2023,July,Night,D55
2023-07-23,2023,July,Evening,D23
2023-07-24,2023,July,Evening,D42
2023-07-24,2023,July,Evening,D22
2023-07-25,2023,July,Afternoon,D51
2023-07-25,2023,July,Night,D14
2023-07-26,2023,July,Night,D31
2023-07-28,2023,July,Afternoon,D31
2023-07-28,2023,July,Night,D22
2023-07-30,2023,July,Night,D31
2023-07-30,2023,July,Night,D31
2023-07-31,2023,July,Morning,D55
2023-07-31,2023,July,Night,D42
2023-08-01,2023,August,Evening,D23
2023-08-01,2023,August,Evening,D31
2023-08-01,2023,August,Evening,D22
2023-08-01,2023,August,Night,D42
2023-08-03,2023,August,Evening,D23
2023-08-04,2023,August,Night,D55
2023-08-05,2023,August,Night,D42
2023-08-05,2023,August,Evening,D14
2023-08-06,2023,August,Night,D52
2023-08-07,2023,August,Night,D42
2023-08-08,2023,August,Night,D42
2023-08-10,2023,August,Afternoon,D12
2023-08-10,2023,August,Night,D42
2023-08-11,2023,August,Evening,D12
2023-08-12,2023,August,Afternoon,D51
2023-08-12,2023,August,Night,D31
2023-08-13,2023,August,Evening,D31
2023-08-13,2023,August,Afternoon,D22
2023-08-14,2023,August,Evening,D55
2023-08-15,2023,August,Afternoon,D23
2023-08-16,2023,August,Afternoon,D11
2023-08-16,2023,August,Evening,D33
2023-08-18,2023,August,Afternoon,D42
2023-08-20,2023,August,Night,D43
2023-08-21,2023,August,Night,D14
2023-08-23,2023,August,Night,D51
2023-08-23,2023,August,Evening,D31
2023-08-24,2023,August,Evening,D13
2023-08-24,2023,August,Night,D23
2023-08-24,2023,August,Evening,D11
2023-08-25,2023,August,Afternoon,D23
2023-08-26,2023,August,Afternoon,D23
2023-08-26,2023,August,Night,D33
2023-08-27,2023,August,Morning,D42
2023-08-27,2023,August,Afternoon,D33
2023-08-31,2023,August,Night,D55
2023-08-31,2023,August,Evening,D43
2023-09-04,2023,September,Evening,D22
2023-09-05,2023,September,Afternoon,D43
2023-09-12,2023,September,Morning,D31
2023-09-13,2023,September,Night,D53
2023-09-14,2023,September,Evening,D31
2023-09-16,2023,September,Night,D51
2023-09-16,2023,September,Night,D33
2023-09-18,2023,September,Afternoon,D41
2023-09-20,2023,September,Night,D11
2023-09-21,2023,September,Evening,D11
2023-09-21,2023,September,Morning,D14
2023-09-21,2023,September,Night,D42
2023-09-22,2023,September,Evening,D55
2023-09-22,2023,September,Night,D41
2023-09-23,2023,September,Evening,D43
2023-09-23,2023,September,Evening,D23
2023-09-23,2023,September,Night,D13
2023-09-23,2023,September,Evening,D23
2023-09-24,2023,September,Night,D23
2023-09-24,2023,September,Night,D11
2023-09-24,2023,September,Evening,D43
2023-09-24,2023,September,Night,D12
2023-09-26,2023,September,Night,D51
2023-09-26,2023,September,Night,D53
2023-09-27,2023,September,Night,D31
2023-09-30,2023,September,Evening,D43
2023-09-30,2023,September,Night,D31
2023-09-30,2023,September,Morning,D23
2023-10-01,2023,October,Night,D55
2023-10-01,2023,October,Night,D42
2023-10-02,2023,October,Night,D23
2023-10-06,2023,October,Evening,D22
2023-10-06,2023,October,Morning,D32
2023-10-07,2023,October,Night,D12
2023-10-07,2023,October,Morning,D42
2023-10-07,2023,October,Night,D41
2023-10-08,2023,October,Evening,D33
2023-10-09,2023,October,Night,D11
2023-10-11,2023,October,Afternoon,D11
2023-10-11,2023,October,Evening,D23
2023-10-11,2023,October,Evening,D31
