date,year,month,time_of_day,division
2018-07-10,2018,July,Evening,D31
2018-07-11,2018,July,Evening,D41
2018-07-12,2018,July,Night,D12
2018-07-14,2018,July,Night,D23
2018-07-17,2018,July,Afternoon,D33
2018-07-18,2018,July,Evening,D42
2018-07-19,2018,July,Evening,D53
2018-07-19,2018,July,Night,D33
2018-07-19,2018,July,Evening,D13
2018-07-21,2018,July,Night,D43
2018-07-23,2018,July,Night,D55
2018-07-23,2018,July,Afternoon,D12
2018-07-24,2018,July,Night,D32
2018-07-25,2018,July,Morning,D31
2018-07-28,2018,July,Night,D23
2018-07-28,2018,July,Night,D41
2018-08-01,2018,August,Evening,D55
2018-08-01,2018,August,Evening,D41
2018-08-03,2018,August,Night,D23
2018-08-04,2018,August,Evening,D11
2018-08-05,2018,August,Night,D14
2018-08-06,2018,August,Evening,D51
2018-08-07,2018,August,Evening,D55
2018-08-08,2018,August,Evening,D11
2018-08-09,2018,August,Afternoon,D31
2018-08-09,2018,August,Afternoon,D33
2018-08-10,2018,August,Night,D42
2018-08-10,2018,August,Evening,D33
2018-08-11,2018,August,Night,D41
2018-08-11,2018,August,Afternoon,D33
2018-08-12,2018,August,Afternoon,D43
2018-08-12,2018,August,Afternoon,D31
2018-08-13,2018,August,Evening,D31
2018-08-13,2018,August,Night,D31
2018-08-13,2018,August,Evening,D53
2018-08-14,2018,August,Afternoon,D23
2018-08-14,2018,August,Afternoon,D12
2018-08-14,2018,August,Afternoon,D12
2018-08-14,2018,August,Evening,D51
2018-08-15,2018,August,Evening,D23
2018-08-18,2018,August,Evening,D43
2018-08-19,2018,August,Evening,D11
2018-08-19,2018,August,Evening,D23
2018-08-19,2018,August,Night,D51
2018-08-19,2018,August,Evening,D41
2018-08-20,2018,August,Evening,D55
2018-08-20,2018,August,Night,D43
2018-08-20,2018,August,Night,D42
2018-08-21,2018,August,Night,D43
2018-08-22,2018,August,Morning,D12
2018-08-22,2018,August,Night,D55
2018-08-22,2018,August,Night,D41
2018-08-24,2018,August,Night,D13
2018-08-25,2018,August,Night,D41
2018-08-27,2018,August,Night,D55
2018-08-29,2018,August,Morning,D12
2018-08-30,2018,August,Evening,D23
2018-08-30,2018,August,Afternoon,D32
2018-08-31,2018,August,Evening,D41
2018-08-31,2018,August,Morning,D41
2018-08-31,2018,August,Evening,D13
2018-09-02,2018,September,Night,D42
2018-09-02,2018,September,Evening,D23
2018-09-02,2018,September,Evening,D14
2018-09-02,2018,September,Night,D13
2018-09-02,2018,September,Night,D23
2018-09-03,2018,September,Afternoon,D43
2018-09-04,2018,September,Evening,D41
2018-09-04,2018,September,Evening,D22
2018-09-04,2018,September,Morning,D23
2018-09-05,2018,September,Evening,D42
2018-09-08,2018,September,Afternoon,D12
2018-09-11,2018,September,Evening,D31
2018-09-12,2018,September,Morning,D41
2018-09-12,2018,September,Afternoon,D22
2018-09-14,2018,September,Evening,D32
2018-09-14,2018,September,Evening,D43
2018-09-14,2018,September,Evening,D55
2018-09-15,2018,September,Night,D31
2018-09-15,2018,September,Night,D43
2018-09-16,2018,September,Night,D31
2018-09-16,2018,September,Evening,D12
2018-09-16,2018,September,Evening,D12
2018-09-16,2018,September,Morning,D12
2018-09-17,2018,September,Night,D13
2018-09-18,2018,September,Evening,D51
2018-09-18,2018,September,Evening,D42
2018-09-19,2018,September,Morning,D31
2018-09-19,2018,September,Evening,D31
2018-09-19,2018,September,Night,D12
2018-09-23,2018,September,Night,D33
2018-09-24,2018,September,Evening,D33
2018-09-24,2018,September,Afternoon,D31
2018-09-25,2018,September,Morning,D23
2018-09-25,2018,September,Afternoon,D51
2018-09-30,2018,September,Evening,D33
2018-09-30,2018,September,Evening,D31
2018-10-01,2018,October,Evening,D32
2018-10-02,2018,October,Evening,D31
2018-10-02,2018,October,Evening,D22
2018-10-03,2018,October,Night,D43
2018-10-03,2018,October,Afternoon,D42
2018-10-04,2018,October,Evening,D42
2018-10-06,2018,October,Night,D23
2018-10-07,2018,October,Night,D14
2018-10-07,2018,October,Evening,D52
2018-10-09,2018,October,Night,D13
2018-10-11,2018,October,Night,D51
2018-10-11,2018,October,Afternoon,D31
2018-10-12,2018,October,Night,D32
2018-10-14,2018,October,Night,D52
2018-10-18,2018,October,Afternoon,D13
2018-10-18,2018,October,Evening,D33
2018-10-19,2018,October,Evening,D23
2018-10-19,2018,October,Evening,D31
2018-10-20,2018,October,Evening,D23
2018-10-21,2018,October,Night,D42
2018-10-21,2018,October,Evening,D12
2018-10-22,2018,October,Night,D22
2018-10-22,2018,October,Evening,D31
2018-10-24,2018,October,Evening,D11
2018-10-25,2018,October,Evening,D43
2018-10-26,2018,October,Night,D14
2018-10-28,2018,October,Night,D42
2018-10-29,2018,October,Evening,D33
2018-10-30,2018,October,Evening,D23
2018-10-30,2018,October,Evening,D55
2018-10-31,2018,October,Evening,D32
2018-10-31,2018,October,Evening,D42
2018-11-01,2018,November,Evening,D51
2018-11-01,2018,November,Night,D14
2018-11-01,2018,November,Night,D55
2018-11-02,2018,November,Night,D12
2018-11-03,2018,November,Afternoon,D23
2018-11-05,2018,November,Afternoon,D13
2018-11-07,2018,November,Evening,D12
2018-11-07,2018,November,Afternoon,D23
2018-11-08,2018,November,Evening,D53
2018-11-08,2018,November,Night,D31
2018-11-08,2018,November,Night,D31
2018-11-09,2018,November,Night,D31
2018-11-09,2018,November,Evening,D31
2018-11-10,2018,November,Evening,D43
2018-11-14,2018,November,Night,D31
2018-11-15,2018,November,Evening,D32
2018-11-17,2018,November,Night,D14
2018-11-18,2018,November,Afternoon,D43
2018-11-18,2018,November,Evening,D23
2018-11-20,2018,November,Evening,D31
2018-11-20,2018,November,Night,D14
2018-11-21,2018,November,Evening,D32
2018-11-21,2018,November,Evening,D23
2018-11-22,2018,November,Night,D31
2018-11-25,2018,November,Night,D32
2018-11-25,2018,November,Evening,D55
2018-11-26,2018,November,Evening,D13
2018-11-27,2018,November,Evening,D32
2018-11-28,2018,November,Evening,D31
2018-11-28,2018,November,Night,D43
2018-11-29,2018,November,Night,D41
2018-11-29,2018,November,Morning,D55
2018-12-02,2018,December,Night,D14
2018-12-02,2018,December,Evening,D12
2018-12-03,2018,December,Night,D31
2018-12-03,2018,December,Afternoon,D32
2018-12-03,2018,December,Night,D31
2018-12-05,2018,December,Evening,D51
2018-12-05,2018,December,Evening,D43
2018-12-08,2018,December,Evening,D55
2018-12-08,2018,December,Night,D41
2018-12-08,2018,December,Night,D43
2018-12-10,2018,December,Evening,D14
2018-12-10,2018,December,Evening,D43
2018-12-11,2018,December,Evening,D41
2018-12-12,2018,December,Evening,D23
2018-12-12,2018,December,Night,D43
2018-12-13,2018,December,Night,D53
2018-12-13,2018,December,Evening,D53
2018-12-14,2018,December,Evening,D43
2018-12-14,2018,December,Night,D52
2018-12-14,2018,December,Night,D22
2018-12-18,2018,December,Afternoon,D31
2018-12-18,2018,December,Evening,D12
2018-12-18,2018,December,Morning,D31
2018-12-18,2018,December,Night,D42
2018-12-18,2018,December,Morning,D13
2018-12-19,2018,December,Night,D14
2018-12-19,2018,December,Afternoon,D31
2018-12-19,2018,December,Night,D11
2018-12-19,2018,December,Evening,D41
2018-12-20,2018,December,Evening,D43
2018-12-20,2018,December,Morning,D14
2018-12-21,2018,December,Morning,D32
2018-12-21,2018,December,Evening,D23
2018-12-22,2018,December,Night,D32
2018-12-24,2018,December,Night,D32
2018-12-24,2018,December,Evening,D22
2018-12-24,2018,December,Night,D23
2018-12-25,2018,December,Night,D22
2018-12-25,2018,December,Evening,D42
2018-12-26,2018,December,Night,D41
2018-12-26,2018,December,Night,D41
2018-12-27,2018,December,Morning,D31
2018-12-27,2018,December,Morning,D13
2018-12-27,2018,December,Evening,D42
2018-12-27,2018,December,Evening,D31
2018-12-27,2018,December,Evening,D13
2018-12-29,2018,December,Night,D14
2018-12-31,2018,December,Afternoon,D31
2018-12-31,2018,December,Evening,D12
2019-01-01,2019,January,Night,D13
2019-01-03,2019,January,Evening,D42
2019-01-03,2019,January,Evening,D41
2019-01-04,2019,January,Night,D33
2019-01-04,2019,January,Night,D55
2019-01-05,2019,January,Evening,D42
2019-01-05,2019,January,Afternoon,D32
2019-01-05,2019,January,Evening,D42
2019-01-06,2019,January,Afternoon,D55
2019-01-06,2019,January,Evening,D13
2019-01-09,2019,January,Evening,D23
2019-01-09,2019,January,Afternoon,D23
2019-01-11,2019,January,Evening,D14
2019-01-12,2019,January,Night,D33
2019-01-12,2019,January,Night,D41
2019-01-13,2019,January,Night,D31
2019-01-13,2019,January,Afternoon,D51
2019-01-13,2019,January,Afternoon,D51
2019-01-20,2019,January,Morning,D13
2019-01-21,2019,January,Evening,D22
2019-01-24,2019,January,Evening,D11
2019-01-25,2019,January,Night,D22
2019-01-26,2019,January,Evening,D31
2019-01-26,2019,January,Night,D12
2019-02-01,2019,February,Evening,D32
2019-02-06,2019,February,Evening,D33
2019-02-07,2019,February,Afternoon,D31
2019-02-08,2019,February,Night,D51
2019-02-10,2019,February,Morning,D22
2019-02-10,2019,February,Evening,D23
2019-02-11,2019,February,Afternoon,D42
2019-02-11,2019,February,Evening,D32
2019-02-12,2019,February,Evening,D13
2019-02-12,2019,February,Afternoon,D43
2019-02-13,2019,February,Evening,D23
2019-02-13,2019,February,Night,D51
2019-02-14,2019,February,Night,D43
2019-02-17,2019,February,Night,D55
2019-02-18,2019,February,Afternoon,D22
2019-02-19,2019,February,Morning,D13
2019-02-24,2019,February,Afternoon,D23
2019-02-25,2019,February,Night,D31
2019-02-25,2019,February,Night,D23
2019-02-26,2019,February,Evening,D12
2019-03-01,2019,March,Evening,D32
2019-03-03,2019,March,Night,D41
2019-03-06,2019,March,Afternoon,D22
2019-03-06,2019,March,Night,D13
2019-03-08,2019,March,Night,D53
2019-03-09,2019,March,Night,D12
2019-03-10,2019,March,Morning,D31
2019-03-11,2019,March,Evening,D31
2019-03-11,2019,March,Evening,D41
2019-03-11,2019,March,Evening,D31
2019-03-13,2019,March,Evening,D55
2019-03-13,2019,March,Night,D11
2019-03-14,2019,March,Evening,D31
2019-03-15,2019,March,Afternoon,D32
2019-03-16,2019,March,Evening,D42
2019-03-17,2019,March,Night,D12
2019-03-19,2019,March,Afternoon,D32
2019-03-19,2019,March,Afternoon,D11
2019-03-19,2019,March,Afternoon,D22
2019-03-20,2019,March,Night,D13
2019-03-20,2019,March,Evening,D42
2019-03-22,2019,March,Evening,D43
2019-03-23,2019,March,Evening,D32
2019-03-24,2019,March,Evening,D31
2019-03-24,2019,March,Afternoon,D14
2019-03-25,2019,March,Night,D33
2019-03-26,2019,March,Night,D51
2019-03-27,2019,March,Evening,D43
2019-03-27,2019,March,Evening,D31
2019-03-28,2019,March,Evening,D31
2019-03-28,2019,March,Evening,D43
2019-03-29,2019,March,Morning,D41
2019-03-30,2019,March,Evening,D23
2019-03-30,2019,March,Evening,D43
2019-04-01,2019,April,Afternoon,D32
2019-04-01,2019,April,Evening,D23
2019-04-01,2019,April,Night,D43
2019-04-02,2019,April,Afternoon,D43
2019-04-02,2019,April,Afternoon,D42
2019-04-03,2019,April,Evening,D12
2019-04-03,2019,April,Afternoon,D55
2019-04-04,2019,April,Afternoon,D31
2019-04-04,2019,April,Night,D32
2019-04-04,2019,April,Night,D13
2019-04-04,2019,April,Evening,D42
2019-04-06,2019,April,Afternoon,D55
2019-04-06,2019,April,Afternoon,D14
2019-04-09,2019,April,Evening,D31
2019-04-09,2019,April,Evening,D11
2019-04-09,2019,April,Morning,D12
2019-04-13,2019,April,Night,D14
2019-04-13,2019,April,Evening,D22
2019-04-13,2019,April,Night,D55
2019-04-14,2019,April,Night,D53
2019-04-15,2019,April,Night,D31
2019-04-17,2019,April,Night,D43
2019-04-17,2019,April,Evening,D31
2019-04-18,2019,April,Evening,D12
2019-04-18,2019,April,Night,D31
2019-04-19,2019,April,Evening,D23
2019-04-19,2019,April,Morning,D32
2019-04-21,2019,April,Night,D13
2019-04-21,2019,April,Afternoon,D31
2019-04-23,2019,April,Evening,D42
2019-04-24,2019,April,Afternoon,D12
2019-04-26,2019,April,Morning,D11
2019-04-27,2019,April,Night,D22
2019-04-28,2019,April,Evening,D55
2019-04-28,2019,April,Evening,D23
2019-04-28,2019,April,Evening,D43
2019-05-01,2019,May,Afternoon,D23
2019-05-03,2019,May,Evening,D23
2019-05-03,2019,May,Night,D31
2019-05-04,2019,May,Evening,D51
2019-05-05,2019,May,Night,D23
2019-05-05,2019,May,Night,D43
2019-05-06,2019,May,Night,D43
2019-05-06,2019,May,Evening,D23
2019-05-06,2019,May,Afternoon,D31
2019-05-08,2019,May,Morning,D12
2019-05-10,2019,May,Evening,D43
2019-05-10,2019,May,Evening,D51
2019-05-11,2019,May,Night,D41
2019-05-11,2019,May,Night,D33
2019-05-11,2019,May,Night,D51
2019-05-12,2019,May,Afternoon,D23
2019-05-15,2019,May,Night,D23
2019-05-19,2019,May,Night,D32
2019-05-19,2019,May,Evening,D12
2019-05-19,2019,May,Evening,D43
2019-05-20,2019,May,Night,D23
2019-05-21,2019,May,Evening,D22
2019-05-21,2019,May,Afternoon,D42
2019-05-21,2019,May,Afternoon,D22
2019-05-22,2019,May,Morning,D12
2019-05-23,2019,May,Evening,D12
2019-05-24,2019,May,Night,D23
2019-05-26,2019,May,Evening,D43
2019-05-27,2019,May,Night,D43
2019-05-27,2019,May,Morning,D12
2019-05-28,2019,May,Night,D31
2019-05-28,2019,May,Night,D31
2019-05-29,2019,May,Evening,D11
2019-05-31,2019,May,Morning,D22
2019-06-01,2019,June,Night,D55
2019-06-01,2019,June,Afternoon,D33
2019-06-02,2019,June,Night,D23
2019-06-04,2019,June,Evening,D43
2019-06-05,2019,June,Night,D52
2019-06-08,2019,June,Night,D22
2019-06-09,2019,June,Night,D11
2019-06-10,2019,June,Evening,D12
2019-06-11,2019,June,Evening,D31
2019-06-12,2019,June,Evening,D31
2019-06-14,2019,June,Night,D23
2019-06-14,2019,June,Evening,D14
2019-06-14,2019,June,Morning,D12
2019-06-14,2019,June,Night,D51
2019-06-14,2019,June,Morning,D55
2019-06-14,2019,June,Night,D51
2019-06-16,2019,June,Afternoon,D31
2019-06-16,2019,June,Afternoon,D22
2019-06-17,2019,June,Afternoon,D52
2019-06-17,2019,June,Evening,D23
2019-06-18,2019,June,Evening,D23
2019-06-21,2019,June,Afternoon,D42
2019-06-23,2019,June,Evening,D12
2019-06-23,2019,June,Night,D52
2019-06-26,2019,June,Morning,D12
2019-06-26,2019,June,Evening,D14
2019-06-27,2019,June,Evening,D43
2019-06-27,2019,June,Evening,D32
2019-06-28,2019,June,Night,D52
2019-06-28,2019,June,Evening,D43
2019-06-29,2019,June,Night,D12
2019-06-30,2019,June,Night,D52
2019-07-01,2019,July,Afternoon,D33
2019-07-01,2019,July,Evening,D12
2019-07-01,2019,July,Night,D14
2019-07-02,2019,July,Night,D12
2019-07-03,2019,July,Evening,D43
2019-07-03,2019,July,Morning,D12
2019-07-06,2019,July,Evening,D32
2019-07-06,2019,July,Afternoon,D55
2019-07-06,2019,July,Night,D55
2019-07-06,2019,July,Night,D55
2019-07-08,2019,July,Night,D14
2019-07-09,2019,July,Night,D13
2019-07-10,2019,July,Evening,D12
2019-07-10,2019,July,Night,D55
2019-07-11,2019,July,Night,D55
2019-07-12,2019,July,Evening,D23
2019-07-12,2019,July,Night,D42
2019-07-12,2019,July,Evening,D32
2019-07-13,2019,July,Morning,D42
2019-07-13,2019,July,Night,D33
2019-07-13,2019,July,Afternoon,D23
2019-07-14,2019,July,Evening,D12
2019-07-14,2019,July,Afternoon,D23
2019-07-14,2019,July,Evening,D43
2019-07-15,2019,July,Night,D31
2019-07-15,2019,July,Night,D14
2019-07-15,2019,July,Afternoon,D32
2019-07-16,2019,July,Evening,D13
2019-07-16,2019,July,Evening,D23
2019-07-17,2019,July,Evening,D51
2019-07-17,2019,July,Night,D33
2019-07-18,2019,July,Night,D53
2019-07-19,2019,July,Afternoon,D42
2019-07-19,2019,July,Night,D12
2019-07-20,2019,July,Night,D55
2019-07-20,2019,July,Night,D53
2019-07-21,2019,July,Night,D41
2019-07-21,2019,July,Evening,D51
2019-07-22,2019,July,Night,D13
2019-07-22,2019,July,Night,D23
2019-07-23,2019,July,Evening,D55
2019-07-23,2019,July,Evening,D13
2019-07-23,2019,July,Evening,D13
2019-07-25,2019,July,Evening,D32
2019-07-25,2019,July,Evening,D31
2019-07-26,2019,July,Evening,D12
2019-07-26,2019,July,Night,D43
2019-07-26,2019,July,Evening,D12
2019-07-26,2019,July,Evening,D32
2019-07-27,2019,July,Night,D32
2019-07-27,2019,July,Night,D13
2019-07-28,2019,July,Night,D23
2019-07-29,2019,July,Evening,D32
2019-07-30,2019,July,Evening,D42
2019-07-30,2019,July,Night,D32
2019-07-30,2019,July,Night,D31
2019-08-01,2019,August,Night,D52
2019-08-01,2019,August,Night,D12
2019-08-02,2019,August,Night,D31
2019-08-02,2019,August,Night,D13
2019-08-02,2019,August,Evening,D23
2019-08-03,2019,August,Afternoon,D32
2019-08-04,2019,August,Morning,D33
2019-08-04,2019,August,Morning,D31
2019-08-04,2019,August,Afternoon,D14
2019-08-04,2019,August,Night,D14
2019-08-05,2019,August,Morning,D31
2019-08-05,2019,August,Evening,D23
2019-08-05,2019,August,Evening,D43
2019-08-05,2019,August,Night,D13
2019-08-05,2019,August,Night,D12
2019-08-05,2019,August,Night,D31
2019-08-05,2019,August,Night,D53
2019-08-05,2019,August,Evening,D32
2019-08-05,2019,August,Night,D51
2019-08-07,2019,August,Evening,D32
2019-08-07,2019,August,Afternoon,D55
2019-08-07,2019,August,Evening,D22
2019-08-08,2019,August,Night,D43
2019-08-08,2019,August,Evening,D23
2019-08-09,2019,August,Night,D43
2019-08-09,2019,August,Afternoon,D55
2019-08-10,2019,August,Night,D31
2019-08-10,2019,August,Night,D23
2019-08-10,2019,August,Afternoon,D31
2019-08-10,2019,August,Evening,D43
2019-08-11,2019,August,Night,D55
2019-08-11,2019,August,Afternoon,D32
2019-08-12,2019,August,Evening,D51
2019-08-12,2019,August,Afternoon,D42
2019-08-13,2019,August,Evening,D31
2019-08-15,2019,August,Afternoon,D42
2019-08-16,2019,August,Afternoon,D11
2019-08-17,2019,August,Afternoon,D55
2019-08-18,2019,August,Morning,D41
2019-08-18,2019,August,Afternoon,D23
2019-08-19,2019,August,Evening,D12
2019-08-19,2019,August,Evening,D23
2019-08-19,2019,August,Evening,D41
2019-08-19,2019,August,Afternoon,D41
2019-08-19,2019,August,Evening,D13
2019-08-20,2019,August,Evening,D33
2019-08-20,2019,August,Evening,D42
2019-08-21,2019,August,Evening,D12
2019-08-23,2019,August,Afternoon,D13
2019-08-23,2019,August,Evening,D41
2019-08-24,2019,August,Night,D13
2019-08-25,2019,August,Afternoon,D33
2019-08-25,2019,August,Night,D31
2019-08-25,2019,August,Evening,D33
2019-08-31,2019,August,Afternoon,D31
2019-09-01,2019,September,Afternoon,D55
2019-09-01,2019,September,Evening,D42
2019-09-01,2019,September,Night,D53
2019-09-01,2019,September,Evening,D42
2019-09-02,2019,September,Night,D31
2019-09-02,2019,September,Afternoon,D41
2019-09-04,2019,September,Evening,D12
2019-09-06,2019,September,Night,D23
2019-09-07,2019,September,Evening,D12
2019-09-07,2019,September,Night,D41
2019-09-07,2019,September,Morning,D31
2019-09-08,2019,September,Evening,D33
2019-09-08,2019,September,Evening,D31
2019-09-08,2019,September,Evening,D33
2019-09-09,2019,September,Night,D12
2019-09-09,2019,September,Evening,D32
2019-09-09,2019,September,Evening,D23
2019-09-09,2019,September,Afternoon,D31
2019-09-09,2019,September,Evening,D41
2019-09-12,2019,September,Morning,D43
2019-09-13,2019,September,Afternoon,D23
2019-09-13,2019,September,Evening,D22
2019-09-13,2019,September,Afternoon,D53
2019-09-14,2019,September,Evening,D42
2019-09-15,2019,September,Evening,D41
2019-09-16,2019,September,Evening,D13
2019-09-16,2019,September,Evening,D51
2019-09-16,2019,September,Afternoon,D23
2019-09-17,2019,September,Night,D23
2019-09-17,2019,September,Evening,D23
2019-09-17,2019,September,Evening,D23
2019-09-17,2019,September,Evening,D31
2019-09-17,2019,September,Afternoon,D23
2019-09-18,2019,September,Afternoon,D23
2019-09-19,2019,September,Evening,D52
2019-09-19,2019,September,Evening,D51
2019-09-19,2019,September,Evening,D42
2019-09-20,2019,September,Night,D11
2019-09-21,2019,September,Afternoon,D12
2019-09-22,2019,September,Evening,D41
2019-09-22,2019,September,Night,D11
2019-09-22,2019,September,Morning,D33
2019-09-22,2019,September,Morning,D43
2019-09-24,2019,September,Afternoon,D22
2019-09-24,2019,September,Evening,D42
2019-09-26,2019,September,Evening,D31
2019-09-26,2019,September,Evening,D23
2019-09-27,2019,September,Afternoon,D22
2019-09-27,2019,September,Evening,D55
2019-09-28,2019,September,Night,D33
2019-09-29,2019,September,Night,D14
2019-09-29,2019,September,Evening,D23
2019-09-29,2019,September,Night,D41
2019-09-29,2019,September,Night,D23
2019-09-30,2019,September,Night,D41
2019-09-30,2019,September,Evening,D42
2019-09-30,2019,September,Night,D55
2019-10-01,2019,October,Evening,D22
2019-10-01,2019,October,Evening,D31
2019-10-01,2019,October,Evening,D31
2019-10-01,2019,October,Evening,D31
2019-10-01,2019,October,Evening,D31
2019-10-02,2019,October,Night,D11
2019-10-02,2019,October,Evening,D23
2019-10-02,2019,October,Evening,D55
2019-10-03,2019,October,Evening,D51
2019-10-04,2019,October,Night,D13
2019-10-05,2019,October,Evening,D11
2019-10-05,2019,October,Afternoon,D23
2019-10-06,2019,October,Afternoon,D12
2019-10-06,2019,October,Night,D43
2019-10-06,2019,October,Morning,D31
2019-10-06,2019,October,Afternoon,D42
2019-10-06,2019,October,Night,D55
2019-10-08,2019,October,Evening,D42
2019-10-10,2019,October,Evening,D51
2019-10-10,2019,October,Night,D55
2019-10-10,2019,October,Evening,D41
2019-10-11,2019,October,Evening,D32
2019-10-12,2019,October,Evening,D43
2019-10-13,2019,October,Night,D14
2019-10-13,2019,October,Night,D13
2019-10-14,2019,October,Night,D23
2019-10-15,2019,October,Night,D52
2019-10-16,2019,October,Evening,D32
2019-10-17,2019,October,Night,D53
2019-10-17,2019,October,Evening,D33
2019-10-18,2019,October,Afternoon,D13
2019-10-18,2019,October,Evening,D23
2019-10-19,2019,October,Evening,D11
2019-10-19,2019,October,Night,D55
2019-10-19,2019,October,Night,D23
2019-10-20,2019,October,Evening,D42
2019-10-20,2019,October,Afternoon,D12
2019-10-20,2019,October,Night,D12
2019-10-21,2019,October,Evening,D31
2019-10-22,2019,October,Evening,D23
2019-10-24,2019,October,Evening,D13
2019-10-24,2019,October,Evening,D33
2019-10-24,2019,October,Afternoon,D41
2019-10-24,2019,October,Night,D31
2019-10-25,2019,October,Night,D22
2019-10-26,2019,October,Evening,D31
2019-10-26,2019,October,Night,D32
2019-10-26,2019,October,Evening,D12
2019-10-26,2019,October,Night,D23
2019-10-26,2019,October,Night,D53
2019-10-27,2019,October,Night,D52
2019-10-30,2019,October,Night,D12
2019-10-30,2019,October,Evening,D12
2019-10-30,2019,October,Evening,D31
2019-10-31,2019,October,Evening,D55
2019-10-31,2019,October,Morning,D12
2019-10-31,2019,October,Night,D22
2019-11-01,2019,November,Evening,D33
2019-11-01,2019,November,Night,D55
2019-11-01,2019,November,Afternoon,D55
2019-11-02,2019,November,Evening,D43
2019-11-02,2019,November,Afternoon,D42
2019-11-03,2019,November,Evening,D12
2019-11-04,2019,November,Afternoon,D32
2019-11-04,2019,November,Afternoon,D22
2019-11-05,2019,November,Night,D55
2019-11-06,2019,November,Evening,D32
2019-11-06,2019,November,Evening,D43
2019-11-06,2019,November,Night,D23
2019-11-06,2019,November,Night,D43
2019-11-06,2019,November,Evening,D23
2019-11-06,2019,November,Evening,D31
2019-11-07,2019,November,Night,D55
2019-11-07,2019,November,Night,D55
2019-11-07,2019,November,Night,D12
2019-11-08,2019,November,Night,D31
2019-11-08,2019,November,Night,D11
2019-11-09,2019,November,Evening,D14
2019-11-09,2019,November,Evening,D12
2019-11-09,2019,November,Evening,D43
2019-11-09,2019,November,Evening,D55
2019-11-09,2019,November,Night,D22
2019-11-09,2019,November,Afternoon,D12
2019-11-11,2019,November,Night,D12
2019-11-13,2019,November,Evening,D55
2019-11-14,2019,November,Afternoon,D11
2019-11-14,2019,November,Afternoon,D31
2019-11-14,2019,November,Morning,D32
2019-11-15,2019,November,Evening,D41
2019-11-16,2019,November,Night,D13
2019-11-17,2019,November,Afternoon,D53
2019-11-18,2019,November,Evening,D41
2019-11-18,2019,November,Evening,D42
2019-11-19,2019,November,Night,D53
2019-11-21,2019,November,Morning,D23
2019-11-22,2019,November,Night,D43
2019-11-23,2019,November,Night,D14
2019-11-23,2019,November,Afternoon,D43
2019-11-24,2019,November,Evening,D43
2019-11-26,2019,November,Evening,D43
2019-11-27,2019,November,Evening,D31
2019-11-30,2019,November,Evening,D31
2019-11-30,2019,November,Evening,D32
2019-11-30,2019,November,Evening,D42
2019-12-01,2019,December,Night,D14
2019-12-03,2019,December,Evening,D32
2019-12-05,2019,December,Evening,D23
2019-12-05,2019,December,Morning,D31
2019-12-07,2019,December,Evening,D31
2019-12-08,2019,December,Evening,D23
2019-12-08,2019,December,Evening,D31
2019-12-11,2019,December,Evening,D33
2019-12-12,2019,December,Night,D32
2019-12-12,2019,December,Evening,D31
2019-12-12,2019,December,Evening,D55
2019-12-12,2019,December,Night,D55
2019-12-15,2019,December,Night,D55
2019-12-15,2019,December,Night,D31
2019-12-16,2019,December,Evening,D31
2019-12-17,2019,December,Evening,D33
2019-12-17,2019,December,Morning,D42
2019-12-18,2019,December,Evening,D43
2019-12-19,2019,December,Evening,D42
2019-12-21,2019,December,Evening,D53
2019-12-22,2019,December,Evening,D55
2019-12-23,2019,December,Evening,D23
2019-12-23,2019,December,Night,D23
2019-12-24,2019,December,Night,D53
2019-12-24,2019,December,Night,D42
2019-12-24,2019,December,Night,D32
2019-12-24,2019,December,Afternoon,D31
2019-12-24,2019,December,Night,D32
2019-12-26,2019,December,Evening,D13
2019-12-26,2019,December,Night,D51
2019-12-27,2019,December,Night,D22
2019-12-27,2019,December,Night,D23
2019-12-28,2019,December,Night,D42
2019-12-29,2019,December,Afternoon,D55
2019-12-29,2019,December,Night,D43
2019-12-30,2019,December,Night,D41
2019-12-30,2019,December,Night,D32
2019-12-30,2019,December,Night,D12
2019-12-31,2019,December,Night,D31
2019-12-31,2019,December,Evening,D42
2020-01-01,2020,January,Evening,D51
2020-01-02,2020,January,Evening,D32
2020-01-05,2020,January,Evening,D12
2020-01-05,2020,January,Night,D23
2020-01-07,2020,January,Afternoon,D32
2020-01-08,2020,January,Evening,D43
2020-01-09,2020,January,Evening,D31
2020-01-09,2020,January,Evening,D31
2020-01-09,2020,January,Evening,D42
2020-01-11,2020,January,Night,D43
2020-01-11,2020,January,Night,D23
2020-01-14,2020,January,Morning,D42
2020-01-16,2020,January,Night,D11
2020-01-17,2020,January,Night,D53
2020-01-17,2020,January,Night,D53
2020-01-18,2020,January,Night,D13
2020-01-18,2020,January,Night,D43
2020-01-20,2020,January,Afternoon,D43
2020-01-22,2020,January,Evening,D42
2020-01-22,2020,January,Evening,D31
2020-01-22,2020,January,Evening,D32
2020-01-25,2020,January,Evening,D43
2020-01-25,2020,January,Night,D31
2020-01-25,2020,January,Evening,D43
2020-01-26,2020,January,Night,D32
2020-01-27,2020,January,Night,D31
2020-01-29,2020,January,Night,D43
2020-01-30,2020,January,Morning,D52
2020-01-31,2020,January,Night,D31
2020-01-31,2020,January,Evening,D14
2020-02-01,2020,February,Morning,D52
2020-02-01,2020,February,Night,D32
2020-02-01,2020,February,Afternoon,D31
2020-02-01,2020,February,Night,D13
2020-02-02,2020,February,Evening,D22
